title;artist;genre;power;key;bpm
Slave Masta - Injham Remix;N-Tone Dub, Injham;Dub, Instru, Digital, ElectroDub, Steppa;3;Em;128.999603
Perilous Time feat. Sammy Gold - P.A.F. Remix;N-Tone Dub, Sammy Golf, P.A.F.;Dub, Vocal, Digital, ElectroDub, Steppa;3;Em;134.500198
Western Defeats - P.A.F. Remix;N-Tone Dub, PhoniAndFlore, P.A.F.;Dub, Instru, ElectroDub;3;Em;130.000381
Osmosis;Rootsteppa, Dr. G;Dub, Instru, Digital, ElectroDub;3;C#m;119.999802
Global Inity;Rootsteppa, Toully;Dub, Vocal, Digital, ElectroDub;3;Am;139.999893
Soul Freedom Dub;Rootsteppa;Dub, Instru, Digital, ElectroDub;3;Am;125.000046
Future Nature;Rootsteppa;Dub, Instru, Digital, ElectroDub;3;Am;130.00029
Cosmic;Rootsteppa, I-Bel;Dub, Vocal, Digital, ElectroDub;4;Bm;130.000107
Dub Heavy Dance;Rootsteppa;Dub, Vocal, Digital, ElectroDub, Steppa;4;Gm;154.0
Sand on the Moon;Rootsteppa, Step High;Dub, Instru, Digital, ElectroDub, DubTek;4;Gm;139.999786
Semillas de Invierno;Rootsteppa, Jennifer Paulos;Dub, Vocal, Digital, ElectroDub;3;Dm;64.999924
Healing Melody;Rootsteppa, Redneck Sound;Dub, Instru, Digital, ElectroDub, Dirty;3;Bm;130.000015
Global Dub;Rootsteppa, Toully;Dub, Instru, Digital, ElectroDub;3;Am;140.000031
Walking Dub;Roots Zombie;Dub, Instru, Digital, ElectroDub, Dubstep;3;Ebm;74.999924
M. Bakunin;Radadub;Dub, Instru, Mélodique;3;Am;132.000198
Love Is Wise;Radadub;Dub, Vocal, Sample, Digital, Steppa;3;Fm;140.000351
Connection;Radadub, I Rebel;Dub, Vocal, Digital, ElectroDub, Steppa;3;Am;158.200409
Connection (P.A.F. remix);Radadub;Dub, Vocal, Digital, Heavy;4;Am;158.200134
Deh Yoff Dub;Mad Codiouf;Dub, Instru, Digital, ElectroDub;3;Bbm;137.99968
W Dub;Mad Codiouf;Dub, Instru, Digital, ElectroDub;3;Cm;66.500168
M.A.D. Dub;Mad Codiouf;Dub, Instru, Digital, ElectroDub;3;Cm;138.000961
Suffa Dub - Spiritual Mix;Mad Codiouf;Dub, Instru, Digital, ElectroDub;4;Cm;138.001205
Huizachtepetl - Mexican Stepper;Mexican Stepper;Dub, Instru, ElectroDub, Steppa;4;Bm;122.000069
Huizachtepetl RMX - Gary Clunk;Mexican Stepper, Gary Clunk;Dub, Instru, ElectroDub, Steppa;4;Bm;122.000648
In your Eyes - Mexican Stepper;Mexican Stepper;Dub, Instru, ElectroDub, Steppa;3;Cm;122.000137
In your Eyes RMX - Thriakis Dub Destroyer;Mexican Stepper, Thriakis Dub Destroyer;Dub, Instru, ElectroDub, Steppa;3;Dm;127.999863
Money ft Fikir Amlak - Mexican stepper;Mexican Stepper, Fikir Amlak;Dub, Vocal, ElectroDub, Steppa;3;Am;135.000366
Water - Mexican Stepper;Mexican Stepper;Dub, Instru, Digital, Steppa;3;G#m;131.999756
Water RMX - N-tone Dub;Mexican Stepper, N-Tone;Dub, Instru, ElectroDub, Steppa, Heavy;4;G#m;65.999977
Isms - Mexican Stepper;Mexican Stepper;Dub, Instru, ElectroDub, Steppa;3;Ebm;137.999771
Isms RMX - Jean-Paul Dub;Mexican Stepper, Jean-Paul Dub;Dub, Vocal, ElectroDub, Steppa;4;Ebm;138.0
Oaxaca - Mexican Stepper;Mexican Stepper;Dub, Instru, ElectroDub, Steppa;3;Cm;123.000282
Oaxaca RMX - Antxon Sagardui;Mexican Stepper, Antxon Sagardui;Dub, Instru, ElectroDub, Steppa;4;Cm;122.999832
Ancient Roots - Mexican Stepper;Mexican Stepper;Dub, Instru, ElectroDub, Steppa;3;Am;140.000137
Ancient Roots RMX - Tor.ma in dub;Mexican Stepper, Tor ma in dub;Dub, Instru, ElectroDub, Steppa;3;Am;69.999794
Ancient Roots RMX - Full Dub;Mexican Stepper, Full Dub;Dub, Instru, ElectroDub, Steppa;4;Am;139.999954
Waste in Space;Easy Deviance;Dub, Instru, Digital, ElectroDub;2;Fm;99.999702
Area;Easy Deviance;Dub, Instru, Digital, ElectroDub;2;Cm;79.99968
The Tumor;Easy Deviance, Shane Menace;Rap, Vocal, FR, Digital, Melodic;2;Bbm;89.999985
Silence;Easy Deviance;Dub, Vocal, Sample, FR, Digital, Chill;1;G#m;79.999245
Real Season;Easy Deviance;Dub, Instru, Digital, ElectroDub, Chill;2;Am;89.999397
Le Paradis Perdu;Easy Deviance, Zippo;Rap, Vocal, FR, Digital;2;Dm;90.000053
Vandal;Easy Deviance;Dub, Vocal, Sample, FR, Digital, ElectroDub;2;Am;90.000069
Self Destructed;Easy Deviance, Roma Kamal;Dub, Vocal, Digital, Rap;2;C#m;100.00013
Trajectories Predictions;Easy Deviance;Dub, Instru, Digital, ElectroDub, Chill;2;G#m;59.999912
My Obsession;Easy Deviance, Shane Menace;Rap, Vocal, HipHop, Digital;2;Bm;89.999474
Detournement;Easy Deviance, Full Dub;Dub, Vocal, Sample, FR, Digital, ElectroDub, Progressive;3;Fm;129.99971
Cerf Volant;Easy Deviance, Woody Vibes;Dub, Instru, Digital, ElectroDub;2;F#m;69.997833
Vengeance Posthume;Easy Deviance;Dub, Instru, Digital, ElectroDub, Dubstep, Melodic;2;Cm;69.999786
Seraphic Symphony;Easy Deviance;Dub, Instru, Digital, ElectroDub, DnB;2;Gm;173.999008
Sans Blague;Easy Deviance, Lil Fish;Dub, Instru, Digital, ElectroDub;3;Bm;88.000298
Organic Peplum;Easy Deviance;Dub, Instru, Digital, ElectroDub, Chill;2;Dm;104.999962
Third Part Of The Rainbow - SKONC Remix;Nawak British, SkonC;Dub, Instru, Digital, Chill, Steppa;2;G;139.99913
Third Part Of The Rainbow - ROBERT JEAN Remix;Nawak British, Robert Jean;Dub, Instru, Digital, ElectroDub;3;Gm;70.003731
Brain Introspection;Skonc;Dub, Instru, Digital, ElectroDub;2;Am;105.000053
Revelation;Skonc, Woody Craft;Dub, Instru, Digital, ElectroDub;3;Ebm;132.999756
Meditation Is Medication (N-Tone remix);Skonc;Dub, Instru, Digital, ElectroDub;3;G#m;64.999817
End of Time;Skonc;Dub, Instru, Digital, ElectroDub, Steppa;3;Ebm;144.999908
End of Dub;Skonc;Dub, Instru, Digital, ElectroDub, Steppa;3;Ebm;145.000168
Exploration (Phoniandflore remix);Skonc;Dub, Instru, Digital, ElectroDub, Other;4;Ebm;82.499107
Brain Outrospection;Skonc;Dub, Instru, Digital, ElectroDub;2;Gm;67.500076
Re-Birth;Skonc;Dub, Instru, Digital, ElectroDub, Steppa;3;Em;149.999359
Beginning;Skonc;Dub, Instru, Digital, ElectroDub, Steppa;3;Em;150.000076
Meditation Is Medication;Skonc;Dub, Instru, Digital, ElectroDub;3;G#m;129.999817
Dub Is Medication;Skonc;Dub, Instru, Digital, ElectroDub;3;G#m;130.000061
Exploration;Skonc;Dub, Instru, Digital, ElectroDub;2;Bbm;82.499855
Forest;Skonc;Dub, Instru, Digital, ElectroDub;2;Ebm;82.500008
Here We Come (The Turtles);Skonc, Woody Craft;Dub, Vocal, Digital, ElectroDub;2;Ebm;132.999771
Warning;P.A.F.;Dub, Instru, Digital, ElectroDub;4;Am;136.999237
Dark Side;P.A.F.;Dub, Vocal, Digital, ElectroDub;4;Am;71.750084
Step_e_lectro;P.A.F.;Dub, Instru, Digital, ElectroDub;3;Cm;135.5
Killa Da Borders;P.A.F.;Dub, Instru, Digital, ElectroDub;4;Em;138.00029
Quickly feat. Bruno M.D.C.;P.A.F., Bruno MDC;Dub, Instru, Digital, ElectroDub, Uptempo;4;Dm;147.999954
Let's Go;P.A.F.;Dub, Instru, Digital, ElectroDub;4;Dm;75.000015
R2d_Dub;P.A.F.;Dub, Instru, Digital, ElectroDub;3;Gm;131.999969
Steppa;P.A.F.;Dub, Instru, Digital, ElectroDub;4;F#m;143.997849
Distort;P.A.F.;Dub, Instru, Digital, ElectroDub, Steppa;4;F#m;152.999603
Thermal Efficiency;Kandee;Dub, Instru, Digital, ElectroDub;2;Em;160.000122
Nausicaä;Kandee;Dub, Instru, Digital;2;Cm;59.999798
Heal the world;Kandee, Ma Ma Tya, Fyah Lo;Dub, Vocal, Digital, ElectroDub;2;Dm;134.999954
Zulu swing;Kandee;Dub, Instru, Digital, ElectroDub;2;Fm;125.000427
Sideral;Kandee, Tsunami Wazahari;Dub, Instru, Digital, ElectroDub;3;Am;149.998444
Mystical Madness;Kandee;Dub, Instru, Digital, ElectroDub;3;F#m;129.999908
Radio Skank;Kandee;Dub, Instru, Digital, ElectroDub;3;Ebm;69.99855
Kid Vision;Kandee;Dub, Instru, Digital, ElectroDub;3;E;135.000015
Brain connection;Kandee;Dub, Instru, Digital, ElectroDub;3;F#m;124.999985
Rough Steppa;Kandee, Mexican Stepper;Dub, Instru, Digital, ElectroDub;3;Fm;68.999458
Back to the Future;Kandee;Dub, Instru, Digital, ElectroDub;3;Ebm;140.000153
La Baleine spatiale;Kandee;Dub, Instru, Digital, ElectroDub;2;Am;65.00029
Delta;Kandee, RDH;Dub, Instru, Digital, ElectroDub;3;G#m;126.000366
Millenium of Dub;Kandee;Dub, Instru, Digital, ElectroDub;3;Am;139.99939
Unchained - Steppa mix;Kandee;Dub, Instru, Digital, ElectroDub, Steppa;2;Fm;129.999863
Limbo;Kandee;Dub, Instru, Digital, ElectroDub;3;Em;140.000336
Mystical Dub;Kandee;Dub, Instru, Digital, ElectroDub;2;F#m;130.000412
Highest sexual Dub;Kandee, Mahom;Dub, Instru, Digital, ElectroDub;3;Em;129.999527
Everybody leaves;Kandee, Phoniandflore;Dub, Instru, Digital, ElectroDub;3;Ab;130.497787
Rise Up (feat. Garret John LoPorto);yAyoLand;Dub, Vocal, Sample, Digital, ElectroDub, Chill;2;Gm;70.005241
Find your real life feat. sista bethsabée;DU3normal;Dub, Vocal, Digital;2;Fm;119.999939
Find your real dub feat. sista bethsabée;DU3normal;Dub, Vocal, Digital;3;Fm;119.999802
Boogie man;DU3normal;Dub, Instru, Digital, ElectroDub, Uptempo;3;G#m;153.999832
Perfect fear;DU3normal;Dub, Instru, Digital, ElectroDub, Steppa;3;Am;142.999832
Tiger Dub;Alpha B;Dub, Vocal, Digital, ElectroDub, Steppa;2;Em;149.999924
Living Dub - Danman Vox;Alpha B, Danman;Dub, Vocal, Digital, Steppa;3;F#m;70.000069
Forgive Them Feat Adrian Chirilla;Alpha B, Adrian Chirilla;Dub, Instru, Digital, Steppa;3;G#m;113.999908
Dub Venue - Natural Tribulation Meets Alpha-B Dub;Alpha B, Natural Tribulation;Dub, Vocal, Digital, Steppa;3;Fm;138.999924
General - Ranking Dread Vox;Alpha B, Ranking Dread;Dub, Vocal, Digital, Steppa;2;Bbm;132.049927
Bhavatu Saba Mangalam Feat Mc Sunchild & Gina Arrigan;The Dub Doctor, Mc Sunchild, Gina Arrigan;Dub, Vocal, Digital, Intro;1;Gb;70.000008
Fyah Pon Them Heads;The Dub Doctor;Dub, Instru, Digital;3;F#m;94.999893
Compassion Feat. Mc Sunchild, Dub Doctor & Gina Arrigan;The Dub Doctor, Mc Sunchild, Gina Arrigan;Dub, Vocal, Sample, Digital, Chill;2;Em;110.000137
Run Unto Jah Feat. Mesajah & Mc Rungus;The Dub Doctor, Mesajah, Mc Rungus;Dub, Vocal, Digital, DnB;2;Am;80.000076
Run Unto Dub - Dubbed by Phoniandflore;The Dub Doctor, P.A.F.;Dub, Vocal, Digital, ElectroDub, Steppa;3;Am;79.999939
Jah Fights for the Dub - Dubbed by Phoniandflore;The Dub Doctor, P.A.F.;Dub, Vocal, Digital, ElectroDub;2;Fm;126.499969
Mother Earth Restep - Dubbed by DJ Giotto;The Dub Doctor, DJ Giotto;Dub, Vocal, Digital, ElectroDub;2;Ebm;67.5
Dub on Capitalism - Dubbed by Mr UpFull;The Dub Doctor, Mr UpFull;Dub, Instru, Digital, Chill;2;Em;61.499706
JC on Capitalism - Dubbed by Brigadier JC;The Dub Doctor, Brigadier JC;Dub, Instru, Digital, Steppa;2;Em;61.500168
Just Remember Mashup;The Dub Doctor;Dub, Vocal, Digital, Steppa;3;Cm;140.000061
Silence Feat. Mc Rungus;The Dub Doctor, Mc Rungus;Dub, Vocal, Digital, Steppa;3;Am;172.000259
Compassion Restep - Dubbed by DJ Giotto;The Dub Doctor, DJ Giotto;Dub, Instru, Digital, ElectroDub, Dubstep;3;Em;70.999916
Jah Fights for the Righteous People Feat. Toluking;The Dub Doctor, Toluking;Dub, Vocal, Digital;2;Fm;110.000397
Put a Cap on Capitalism Feat. Mc Sunchild & Gina Arrigan;The Dub Doctor, Mc Sunchild, Gina Arrigan;Dub, Vocal, Digital;2;Em;123.000023
Mother Earth Feat. Mc Rungus;The Dub Doctor, Mc Rungus;Dub, Vocal, Sample, Digital;3;Ebm;67.499962
Just Remember - Ever get a Girl - Feat. Bobby Smooth & Mc Rungus;The Dub Doctor, Bobby Smooth, Mc Rungus;Dub, Vocal, Digital, ElectroDub, DnB;2;Fm;139.99437
Armagideon Hard Times Feat. Mc Rungus & Mc Sunchild;The Dub Doctor, Mc Rungus, Mc Sunchild;Dub, Vocal, Digital;2;Am;127.000244
Bawling in Disillusion Feat. Mc Rungus & Dub Doctor;The Dub Doctor, Mc Rungus;Dub, Vocal, Digital;2;Am;138.10025
Natural Seeds Feat. Dub Doctor & Mc Rungus - Lyrics by Anya Tomte;The Dub Doctor, Mc Rungus;Dub, Vocal, Digital;2;Am;66.500099
Rap Megantic;Mr Lion;Dub, Instru, Digital, ElectroDub, Other;3;Em;90.00029
Pseuchedelic Dub;Mr Lion;Dub, Instru, Digital, ElectroDub;3;Em;143.999573
Dub Dark;Mr Lion;Dub, Instru, Digital, ElectroDub;3;Ebm;75.000023
Dub Meditation;Mr Lion;Dub, Instru, Digital, ElectroDub;3;Em;162.00029
Nova 6;Projet Nova 6;Dub, Instru, Digital, ElectroDub, Steppa;3;Am;115.000107
Wonderland;Projet Nova 6;Dub, Vocal, Sample, Digital, ElectroDub;3;G#m;104.000206
Crazy;Projet Nova 6;Dub, Instru, Digital, ElectroDub;3;Fm;80.000099
Warning;Projet Nova 6;Dub, Vocal, Digital, ElectroDub;2;G#m;74.999016
Earthquake;Projet Nova 6;Dub, Instru, Digital, ElectroDub;3;Am;131.999634
Madi Simmons - Just dance to that sweet rub-a-dub;Shan A Shan, Madi Simmons;Dub, Vocal, ElectroDub, Other, Uptempo;4;Am;160.000732
Rhollande Dumont - Allelu Jah;Shan A Shan, Rhollande Dumont;Dub, Vocal, ElectroDub, Other, Uptempo;3;Am;80.000153
Shan a Shan - Resurection;Shan A Shan;Dub, Instru, ElectroDub, Other, Uptempo;3;Am;160.000214
INJHAM Vers.;Injham;Dub, Instru, Digital;3;G#m;139.997238
P.A.F. Vers. feat Razaman;P.A.F., Razaman;Dub, Vocal, Digital;3;G#m;139.999466
Sing Your Praise;Doctor Red;Dub, Vocal, Digital, ElectroDub, Steppa;3;Em;138.000931
Freedom Fighter;Doctor Red;Dub, Vocal, Digital, ElectroDub, Other;3;Am;82.498703
We Are One;Doctor Red;Dub, Vocal, Digital, ElectroDub;3;Am;139.999603
Hungry People;Doctor Red;Dub, Vocal, Digital, ElectroDub, Other;3;Cm;134.0
The Call of the Dragon;Doctor Red;Dub, Vocal, Digital, ElectroDub;3;Bm;149.999344
Left Vision;Doctor Red;Dub, Vocal, Digital, ElectroDub;3;F#m;141.999725
Left Vision Dub;Doctor Red;Dub, Instru, Digital, ElectroDub;3;F#m;141.999878
Nuit d'Orage - Introduction;Ghana Sound System;Dub, Instru, Digital, ElectroDub, Progressive;2;Em;209.999435
Hurricane;Ghana Sound System;Dub, Instru, Digital, ElectroDub, Heavy;4;Cm;140.000092
Racines;Ghana Sound System;Dub, Instru, Digital, ElectroDub;2;Bm;64.999916
Mysterious Journey;Ghana Sound System;Dub, Instru, Digital, ElectroDub, Downtempo;2;Gb;68.999985
Ghana's Whises ft Mc Joss;Ghana Sound System, Mc Joss;Dub, Vocal, Digital, ElectroDub;3;Gm;59.999893
Le Bal;Ghana Sound System;Dub, Instru, Digital, ElectroDub;3;Cm;188.108704
Run Run Run;Ghana Sound System;Dub, Instru, Digital, ElectroDub, Dubstep;3;Em;67.499992
Universe;Ghana Sound System;Dub, Instru, Digital, ElectroDub, Dubstep;4;Am;64.000175
L'élevation;Ghana Sound System;Dub, Instru, Digital, ElectroDub;2;Am;55.000057
Notre Sainte Mère;Ghana Sound System;Dub, Instru, Digital, ElectroDub, Steppa;3;E;69.999977
Marijuana - Skonc meets Ghana Sound;Ghana Sound System, SkonC;Dub, Instru, Digital, ElectroDub;4;Gm;219.99971
Le Chant de l'Ocean;Ghana Sound System;Dub, Instru, Digital, ElectroDub, Downtempo;2;Am;199.999771
Echo Logique - Kandee meets Ghana Sound;Ghana Sound System, Kandee;Dub, Instru, Digital, ElectroDub;3;Am;65.000023
Le Mystère;Mintao;Dub, Vocal, Sample, FR, ElectroDub;4;Am;129.999649
Shambala - Raving Records Version;Mintao, Raving Records;Dub, Instru, Digital, ElectroDub, Steppa;4;Dm;152.214127
Spatial Indian Way;Mintao;Dub, Vocal, Sample, FR, ElectroDub;4;F#m;130.000229
Ballade;Mintao;Dub, Instru, Digital, ElectroDub, Steppa;4;Fm;219.999817
Eka Pada;Mintao;Dub, Instru, ElectroDub, Steppa;4;Gm;129.999756
What _;Mintao;Dub, Vocal, Sample, FR, ElectroDub;4;Dm;140.000107
Mastelia;Mintao;Dub, Instru, Digital, ElectroDub, Steppa;4;Fm;150.000198
Shambala meets Soma Dub - Mintao Version;Mintao, Soma Dub;Dub, Vocal, Sample, FR, ElectroDub, Steppa, Heavy;4;Dm;155.000244
Spatial Indian Way - Dirty Dub Version;Mintao, Dirty Dub;Dub, Vocal, Sample, FR, ElectroDub, Steppa;4;F#m;129.999924
Shambala - Soma Dub version;Mintao, Soma Dub;Dub, Instru, Digital, ElectroDub, Steppa;4;Dm;77.000015
Call For Unity;Dub.versif;Dub, Instru, Digital, Chill;2;Em;75.000084
Abyssinian Kingdom Pt.2;Dub.versif;Dub, Instru, Digital, Steppa;3;G#m;125.000061
The Spirit Pt.1;Dub.versif;Dub, Instru, Digital, Steppa;2;Em;137.000137
The Spirit Pt.2;Dub.versif;Dub, Instru, Digital, Steppa;2;Em;136.999847
Meditation Pt.1;Dub.versif, Peperodubz;Dub, Instru, Digital, Steppa;2;Am;115.000099
Meditation Pt.2;Dub.versif, Peperodubz;Dub, Instru, Digital, Steppa;2;Am;115.000069
Interlude;Dub.versif;Dub, Instru, Digital, Steppa;2;Ebm;75.000023
Ruff Dub Pt.1;Dub.versif;Dub, Instru, Digital, Steppa;3;Em;129.999969
Ruff Dub Pt.2;Dub.versif;Dub, Instru, Digital, Steppa;2;Em;130.000107
Abyssinian Kingdom Pt.1;Dub.versif;Dub, Instru, Digital, Steppa;2;G#m;125.000084
Parole Officer;NoFingerNails, Ranking Dee;Dub, Vocal, Digital, ElectroDub;2;Am;75.00132
Parole Officer Dub;NoFingerNails, Ranking Dee;Dub, Vocal, Digital, ElectroDub;3;Em;74.999641
Burning Babylon;No Finger Nails, Ranking Dee;Dub, Vocal, Digital, ElectroDub;2;Em;150.0
Ehy me Selecta;NoFingerNails, Ranking Dee;Dub, Vocal, Digital, ElectroDub;3;Em;145.000427
Dub Me Selecta;NoFingerNails;Dub, Instru, Digital, ElectroDub;3;Em;144.999954
Burning babywrong - Michael Exodus RMX;NoFingerNails, Michael Exodus;Dub, Vocal, Digital, ElectroDub;3;Em;74.999779
Burning Babywrong - R.Esistence in Dub RMX;NoFingerNails, Resistance in Dub;Dub, Instru, Digital, ElectroDub;3;Em;75.000031
The Path of Life Instrumental;NoFingerNails;Dub, Instru, Digital, ElectroDub;3;Fm;70.000351
Atomic Bomb;Pencil Kid;Dub, Instru, Digital, ElectroDub;3;Fm;140.000214
Datura;Pencil Kid;Dub, Instru, Digital, ElectroDub;3;Cm;135.00032
Snowedub;Pencil Kid;Dub, Instru, Digital, ElectroDub, Dirty;3;Em;183.998932
Siddartha;Pencil Kid;Dub, Instru, Digital, ElectroDub;3;Em;68.000061
Dirty lab;Sons off the street;Dub, Vocal, FR, Rap, Digital, Heavy;3;Em;85.999763
La crasse;Sons off the street;Dub, Vocal, FR, Rap, Digital, Heavy;3;G#m;88.000046
Mi vida;Sons off the street;Dub, Vocal, Rap, Digital;2;G#m;87.999908
Sans moral;Sons off the street;Dub, Vocal, FR, Rap, Digital;2;G#m;87.999939
Avant de perdre la raison;Sons off the street;Dub, Vocal, FR, Rap, Digital, Heavy;2;Am;87.99987
Rêves morbides;Sons off the street;Dub, Vocal, FR, Rap, Digital;2;F#m;85.999947
Attentat sonore;Sons off the street;Dub, Vocal, FR, Rap, Digital, Heavy;3;G#m;84.999962
The end;Sons off the street;Dub, Vocal, FR, Rap, Digital;2;Am;86.000023
Drogue Musicale;South Dub;Dub, Vocal, Sample, FR, Digital, Steppa;3;Bm;141.000412
Des cordes et du dub;South Dub;Dub, Instru, Digital, Melodic, Steppa;2;Cm;129.999893
What's the dub;South Dub;Dub, Instru, Digital, ElectroDub;3;Gm;124.999786
Ethioki;South Dub;Dub, Instru, Digital, ElectroDub;3;F#m;64.000198
667;South Dub;Dub, Instru, Digital, ElectroDub;3;Em;149.999939
La melodie de Sarah;South Dub;Dub, Instru, Digital, Chill;2;Fm;125.0
Peace;South Dub;Dub, Vocal, Sample, Digital;2;Em;134.0
Vicious Circus;South Dub;Dub, Instru, Digital, ElectroDub;3;Fm;73.0
Dubquake;Hightai;Dub, Instru, Digital;2;Gm;75.0
Canal 42;Hightai;Dub, Instru, Digital;2;Ebm;71.0
Wooble dub;Hightai;Dub, Instru, Digital, Steppa;2;Am;83.0
Yangsteppaz;Hightai;Dub, Instru, Digital, Steppa;2;Em;72.0
Turtle tour;Dubba Do;Dub, Instru, Digital, ElectroDub;2;Ebm;70.0
New wave feat Dawa;Dubba Do, Dawa;Dub, Vocal, Digital, ElectroDub;2;Em;90.0
Steppa;Dubba Do;Dub, Instru, Digital, ElectroDub, Steppa;2;Eb;98.0
Carry love feat Sam;Dubba Do, Sam;Dub, Vocal, Digital, ElectroDub;3;Gm;80.0
Terrible children;Dubba Do;Dub, Instru, Digital, ElectroDub, Dubstep;3;Dm;130.0
Once again feat Daman;Dubba Do, Daman;Dub, Vocal, Digital, ElectroDub, Dubstep;2;Gm;90.0
Africa dub;Dubba Do;Dub, Instru, Digital, ElectroDub;2;Cm;139.0
Freedom crisis feat Joss;Dubba Do, Mc Joss;Dub, Vocal, Digital, ElectroDub, HipHop;2;Cm;90.0
Hydro;Apoo Steppa;Dub, Instru, Digital, ElectroDub, Steppa, Uptempo;4;F#m;80.0
Maori Thunder;Apoo Steppa;Dub, Vocal, Digital, ElectroDub, Steppa;3;Em;71.0
Shanti;Apoo Steppa;Dub, Vocal, Digital, ElectroDub, Steppa;2;Dm;70.0
System D;Apoo Steppa;Dub, Instru, Digital, ElectroDub, Steppa;4;F;126.0
Mount Abu;Apoo Steppa;Dub, Instru, Digital, ElectroDub, Steppa;5;Fm;73.0
Galaxy;Inflammati Dub;Dub, Instru, Digital, ElectroDub, Heavy, Steppa;4;F;125.0
Galaxy Dub;Inflammati Dub;Dub, Instru, Digital, ElectroDub, Heavy, Steppa;4;F;125.0
Mystical Universe;Inflammati Dub;Dub, Instru, Digital, ElectroDub, Heavy;4;Am;135.0
Mystical Universe Dub;Inflammati Dub;Dub, Instru, Digital, ElectroDub, Heavy;4;Am;135.0
Iration Space;Inflammati Dub;Dub, Instru, Digital, ElectroDub, Heavy;5;Gm;73.0
Iration Space Dub;Inflammati Dub;Dub, Instru, Digital, ElectroDub, Heavy;5;Gm;73.0
Intronisation;Drop The Pulse;Dub, Instru, Digital, Intro, Chill;2;Ebm;73.0
No signal;Drop The Pulse;Dub, Instru, Digital, ElectroDub;2;Gm;122.0
She makes fun;Drop The Pulse;Dub, Instru, Digital, ElectroDub;3;Fm;73.0
Soft day;Drop The Pulse;Dub, Instru, Digital, ElectroDub, Steppa;3;Cm;75.0
The mind of a shaman;Drop The Pulse;Dub, Instru, Digital, ElectroDub;2;Em;119.0
King kong;Drop The Pulse;Dub, Instru, Digital, ElectroDub, Steppa;3;Ebm;73.0
Walk in my footsteps;Drop The Pulse;Dub, Instru, Digital, ElectroDub;2;Am;73.0
The narrator;Drop The Pulse;Dub, Instru, Digital, ElectroDub, Steppa;2;Gm;73.0
Firestorm;Drop The Pulse;Dub, Instru, Digital, ElectroDub;2;Gm;139.0
Late morning;Drop The Pulse;Dub, Instru, Digital, ElectroDub;2;Am;126.0
Smell the dub;Drop The Pulse;Dub, Instru, Digital, ElectroDub;3;Gm;73.0
Owned;Drop The Pulse;Dub, Instru, Digital, ElectroDub;2;F#m;73.0
Attraction;Woody Vibes;Dub, Vocal, Sample, FR, Digital, ElectroDub, Steppa;4;Em;73.0
Transcontinentale;Woody Vibes;Dub, Vocal, Sample, FR, Digital, ElectroDub;3;F#m;75.0
Nocturnal Walking;Woody Vibes;Dub, Vocal, Digital, ElectroDub, Dubstep, Steppa;4;Gm;73.0
Invasion;Woody Vibes;Dub, Instru, Digital, ElectroDub, Steppa;4;Ebm;70.0
Mr.Terror feat Ob.Dub;Woody Vibes, Ob.dub;Dub, Vocal, Digital, ElectroDub, Steppa;4;Ebm;73.0
Frénétik;Woody Vibes;Dub, Vocal, Sample, Digital, ElectroDub, Steppa;4;G#m;72.0
Ballade Imaginaire;Woody Vibes;Dub, Instru, Digital, ElectroDub, Dubstep, Steppa;4;Am;75.0
Outland;SwitchyDub, DubbyTeck;Dub, Instru, Digital, Steppa;4;Am;75.0
Anhydride;SwitchyDub, Mexican Stepper;Dub, Instru, Digital, ElectroDub, Steppa;4;G#m;75.0
Arsenic;SwitchyDub, KingFly;Dub, Instru, Digital, ElectroDub, Steppa;3;Cm;75.0
Mutagène;SwitchyDub, P.A.F;Dub, Instru, Digital, ElectroDub, Steppa;3;G#m;75.0
Anhydride;SwitchyDub, Cloud of vibs;Dub, Vocal, Sample, Digital, ElectroDub, Steppa;4;G#m;75.0
Corrosion;SwitchyDub, Projet Nova 6;Dub, Instru, Digital, ElectroDub;3;Gm;75.0
Origin - Remix by Koala Dub Squad;SwitchyDub, Koala Dub Squad;Dub, Instru, Digital, ElectroDub, Steppa, Dirty;4;Am;75.0
Ayahuasca;Kandee, Jahzz;Dub, Vocal, Digital, Steppa;2;Gm;130.0
Subcontinent;Kandee, Jahzz;Dub, Instru, Digital, ElectroDub, Steppa;2;Cm;130.0
Wanna Freedom;Kandee, Jahzz, Ophelia;Dub, Vocal, Digital, ElectroDub, Steppa;2;Ebm;125.0
Mammuth;Kandee, Jahzz;Dub, Instru, Digital, ElectroDub, Steppa;3;Em;73.0
Ninja Assasin;Kandee, Jahzz, Brother Culture;Dub, Vocal, Digital, ElectroDub;3;Em;136.0
Read Him 2.0;Kandee, Jahzz;Dub, Instru, Digital, ElectroDub;2;Em;125.0
Fears;Kandee, Jahzz;Dub, Instru, Digital, ElectroDub;3;Fm;130.0
Hey Bro;Kandee, Jahzz, Camille;Dub, Vocal, Digital;3;Dm;71.0
Tails Of Youth;Kandee, Jahzz;Dub, Instru, Digital, ElectroDub, Steppa;3;Cm;70.0
I’m not Aggressive;No Finger Nails;Dub, Instru, Digital, ElectroDub;3;Fm;75.0
MidNight Dub;No Finger Nails;Dub, Instru, Digital, ElectroDub;2;Em;138.0
Italy Corrupt;No Finger Nails;Dub, Vocal, Sample, ITA, Digital, ElectroDub;3;G#m;73.0
