title;artist;genre;power;key;bpm
BangBang - Anja G & Dr.obi;Anja G, Dr Obi;Dub, Vocal, Digital, ElectroDub, Steppa;3;Bbm;144.001602
DubBang -  Dr.obi;Anja G, Dr Obi;Dub, Instru, Digital, ElectroDub, Steppa;3;Bbm;144.002136
Raggamuffin - Anja G & Dr.obi;Anja G, Dr Obi;Dub, Vocal, Digital, ElectroDub;3;G#m;85.850388
Dub a muffin - Dr.obi;Anja G, Dr Obi;Dub, Vocal, Digital, ElectroDub;3;G#m;85.850792
Juggling - Anja G meets Mexican Stepper & Dr.Obi;Anja G, Mexican Stepper, Dr Obi;Dub, Vocal, Digital, ElectroDub, Steppa;4;Cm;139.999924
Dub Juggling - Anja G meets Mexican Stepper & Dr.Obi;Anja G, Mexican Stepper, Dr Obi;Dub, Instru, Digital, ElectroDub, Steppa;4;Cm;140.000534
CLOUD CHASING (Ft Yanushka);Atili, Yanushka;Dub, Vocal, Digital, ElectroDub;2;Ebm;139.998993
MISFIT;Atili;Dub, Instru, Digital, ElectroDub;3;Ebm;130.000061
DRILLS (Ft Schlachthofbronx);Atili, Schlachthofbronx;Dub, Instru, Digital, ElectroDub;3;Fm;65.499367
TRAP OUT;Atili;Dub, Vocal, Digital, ElectroDub;3;Em;122.999146
MARIE JANE (Ft Speng Bond);Atili, Speng Bond;Dub, Vocal, Digital, ElectroDub, DubTek;3;G#m;155.001328
50 CENTIMES (Ft Biga*Ranx);Atili, Biga Ranx;Dub, Vocal, Digital, ElectroDub, Dubadub;3;Am;134.001373
ECATEPEC (Ft Canto Yalalteco);Atili, Canto Yalalteco;Dub, Vocal, Digital, ElectroDub;3;G#m;129.999985
THIS MIC (Ft Jodybigfoot & Lil Slow);Atili, Jodybigfoot, Lil Slow;Dub, Vocal, Digital, ElectroDub, Rap;3;Am;127.00042
DURAG & DIAMANT (Ft Roi Heenok);Atili, Roi Heenok;Rap, Vocal, Digital, Electro;3;Bm;188.000702
LE BINKS (Ft Biffty);Atili, Biffty;Dub, Vocal, Rap, FR Digital, ElectroDub;3;Gm;70.000114
DAFA NEXX (Ft Lidiop);Atili, Lidiop;Dub, Vocal, Digital, ElectroDub;2;Em;87.999413
SNOOZIN';Atili;Dub, Vocal, Digital, ElectroDub;2;Em;129.999664
FALLAH (Ft Biffty);Atili, Biffty;Dub, Vocal, Rap, FR Digital, ElectroDub;2;Dm;61.500175
Willow Tree feat Alton Ellis (#Special);Atili, Alton Ellis;Dub, Vocal, Digital, Chill;2;Em;83.000191
Stinkin' Rich feat Gappy Ranks (#Special);Atili, Gappy Ranks;Dub, Vocal, Digital, ElectroDub;3;Dm;83.000435
Bandelero feat Pinchers (#Special);Atili, Pinchers;Dub, Vocal, Digital, ElectroDub;3;Ebm;84.050034
Mr Bassie feat Horace Andy (#Special);Atili, Horace Handy;Dub, Vocal, Digital, ElectroDub;2;Am;77.000366
Ram It & Jam It feat Tonto Irie (#Special);Atili, Tonto Irie;Dub, Vocal, Digital, ElectroDub;3;G#m;90.000648
Up Town Style feat Lone Ranger (#Special);Atili, Lone Ranger;Dub, Vocal, Digital, ElectroDub, Steppa;3;Ebm;153.000214
One Big Forward feat Max Romeo (#Special);Atili, Max Romeo;Dub, Vocal, Digital, ElectroDub;2;Em;130.000183
Rule this World feat Alton Ellis (#Special);Atili, Alton Ellis;Dub, Vocal, Digital, ElectroDub;2;Am;79.999977
Above the Mountains;Awoga;Dub, Instru, Digital, ElectroDub, Melodic;2;Bm;64.99942
Dreamscape;Awoga;Dub, Vocal, Digital, ElectroDub, Melodic;2;E;64.999939
Last Fly;Awoga;Dub, Instru, Digital, ElectroDub, Melodic;2;G#m;59.999882
Time Travelerz;Awoga;Dub, Instru, Digital, ElectroDub, Melodic;2;Fm;59.999786
Turn Around;Awoga;Dub, Instru, Digital, ElectroDub, Melodic;3;Fm;74.999542
Because - Woody Vibes Remix;Ondubground, Woddy Vibes;Dub, Vocal, Digital, ElectroDub;3;Fm;140.000305
Tetra Hydro Booster (Woody Vibes Remix);Tetra Hydro K, Woody Vibes;Dub, Instru, Digital, ElectroDub, Steppa;3;Gm;153.999695
Psychotic Symphony (Woody Vibes Remix);Panda Dub, Woody Vibes;Dub, Instru, Digital, ElectroDub, Progressive, Dubstep;4;Gm;140.000504
No Man Stand Alone;Baltimores, La Bouture Dub;Dub, Vocal, Digital, Melodic;2;Fm;66.500153
No Dub Stand Alone;Baltimores, La Bouture Dub;Dub, Vocal, Digital, Melodic;2;Fm;133.000626
No Man Stand Alone (Instrumental);Baltimores, La Bouture Dub;Dub, Instru, Digital, Melodic;2;Fm;66.500099
Keep On Fighting;Barbes D, Mo'kalamity;Reggae, Vocal, Digital;2;Am;146.001495
Musicians - dub version;Barbes D, Joseph Cotton;Dub, Vocal, Digital;2;G#m;90.000168
Musicians;Barbes D, Joseph Cotton;Reggae, Vocal, Digital, Dub;2;G#m;89.999931
Corruption;Barbes D, S'Kaya;Reggae, Vocal, Digital, Dubadub, Dub;2;Bbm;88.000031
Dub Games;Barbés.D, Jennifer Paulos;Reggae, Vocal, Digital, Dub;2;Cm;89.999901
Lead The Fight Dub;Barbés.D, Naïma Mansri;Dub, Instru, Digital, ElectroDub;2;Bbm;137.998917
Tell Dem Again;Barbes D, Little R;Reggae, Dub, Vocal, Digital, Dubadub;2;Gm;129.999924
Run For Nothing;Barbes D, Don Camilo;Reggae, Vocal, Digital;3;Eb;89.999947
MP3 Land;Barbes D;Dub, Instru, Digital;3;Cm;129.999893
20m2;Barbes D;Dub, Instru, Digital;2;Cm;67.994423
Reminder (Black Hole Remix);Black Hole Sound System, Saah Karim;Dub, Vocal, Digital, Steppa;3;;120.000099
Lets go To zion (Black Hole Remix);Black Hole Sound System, Winston Francis;Dub, Vocal, Digital;3;;133.79953
Rootsman;Brother Culture, Derrick Sound;Dub, Vocal, Digital, Steppa;3;;145.000839
Rootsman Dub;Brother Culture, Derrick Sound;Dub, Instru, Digital, Steppa;3;;145.000626
Dub O Waya;Emanuel, The Bionites;Dub, Instru, OS;2;B;108.545517
Rock Town;Ballistic Bunny, Vicky;Dub, Vocal;2;Ebm;120.000038
Jungle dub;Jungle's Echo;Dub, Instru, Reggae;2;Dm;94.999519
Dem Can't Stop Jah Works;Warbass Records, Sgt Juggler, Joshua Bailey;Dub, Vocal;2;Em;86.249908
Freaky dub;Gary Clunk, Dub Machinist;Dub, Instru, Digital;3;Bbm;79.999733
Young Colors;Ksanti;Dub, Instru, Digital, Mélodique;3;Cm;149.99971
No War;Travelerz;Dub, Vocal, Digital;3;Bbm;70.000313
No Limit version VI;Simple Man, Bud Warrior;Dub, Instru, Progressive;2;Em;120.000519
Worldwide Mess;The Subvivors;Dub, Instru, Digital, ElectroDub, Dubstep;3;Am;67.499901
Cultural Youth;Kandee, Ishabel;Dub, Vocal, Digital;3;Fm;77.499893
No Permission;Ginette Prod;Dub, Instru, Digital, Steppa;3;Fm;143.999664
Concrete;Keen Owl;Dub, Instru, Digital, ElectroDub;3;G#m;119.999916
Livity;Zion Rave;Dub, Instru, Steppa;3;Em;142.000046
The Leper King;Dawood Riddim Force;Dub, Instru, Digital;3;Cm;139.999954
Millenium;Spiral Skank;Dub, Instru, Digital;3;Em;140.000778
Mr Policeman;Feldub;Dub, Instru, Digital, ElectroDub;3;Em;139.999847
Deafening Keys;Stepper Sons;Dub, Instru, Digital, ElectroDub;4;Cm;69.000389
Half Time;Roots Zombie;Dub, Vocal, Digital, ElectroDub, Dubstep;5;G#m;87.500076
Stopper Dubplate;Low-K, Da D Man;Dub, Vocal, Digital, ElectroDub, Dnb;3;Em;171.000198
ODDBALL JACK;Ckrows Sound;Dub, Instru, Digital, ElectroDub, Steppa, Uptempo, Dirty;4;F#m;173.000916
FUCKDUB;Ckrows Sound;Dub, Instru, Digital, ElectroDub, Steppa, Uptempo, Dirty;4;G#m;90.000031
ANGRY CROWS;Ckrows Sound;Dub, Instru, Digital, ElectroDub, Steppa, Uptempo, Dirty;4;Gm;171.000046
JACK'S TRIP;Ckrows Sound;Dub, Instru, Digital, ElectroDub, Steppa, Uptempo;3;Bbm;91.00029
VIBE [ON];Ckrows Sound;Dub, Instru, Digital, ElectroDub, DubTek, Uptempo;3;Ebm;178.000305
SICK BRAIN;Ckrows Sound;Dub, Instru, Digital, ElectroDub, DubTek, Uptempo, Dirty;4;Em;184.999924
THE LAST RISE OF THE CKROW;Ckrows Sound;Dub, Instru, Digital, ElectroDub, Steppa, Uptempo, Dirty;4;Bbm;177.000488
BLACK HOLE;D2S Hifi;Dub, Vocal, Sample, ElectroDub;3;;141.999649
DUB HOLE;D2S Hifi;Dub, Vocal, Sample, ElectroDub;3;;141.999268
SPACE HOLE;D2S Hifi;Dub, Vocal, Sample, ElectroDub;3;;120.000969
BLACK HOLE RUFF MIX;D2S Hifi;Dub, Instru, ElectroDub;3;;150.001328
Dub Fashion (Original Mix);DIY Sound;Dub, Vocal, Digital;3;;71.999725
Dub Fashion (Feldub Remix);DIY Sound, Feldub;Dub, Vocal, Digital, Steppa;3;;71.999893
Dub Fashion (Gary Clunk Remix);DIY Sound, Gary Clunk;Dub, Instru, Digital, Steppa;3;;144.0
Dub Fashion (Phoniandflore Remix);DIY Sound, Phoniandflore;Dub, Vocal, Digital, Steppa;3;;143.99939
MINDS DUB;Dub Invasion Records;Dub, Instru, Steppa;3;;64.000267
PERFECT MINDS;Nish Wadada;Dub, Vocal, Digital, Dirty;3;;63.999657
Jah Iration;Mighty Prophet, Dub Iration Sound System;Dub, Instru, Digital;3;;130.999786
Green Herb;Dubzoic, Idren Natural, Dub Iration Sound System;Dub, Vocal, Digital, Steppa;3;;70.00045
Fiyah a Burn;Jah Free, Dub Iration Sound System;Dub, Vocal, Digital, ElectroDub;4;;138.004776
Nazarite;Vibronics, Dub Iration Sound System;Dub, Instru, Digital;4;;137.000046
See;Massada, Bethsab, Dub Iration Sound System;Dub, Vocal, Digital;3;;142.000198
Revelation Dub, Part 4;Tsunami Wazahari, Saimn-I, Dub Iration Sound System;Dub, Instru;3;;127.999931
Wilder Chants;Dr. Dubious, Ras Mat I, Dub Iration Sound System;Dub, Vocal, Digital;3;;140.000137
So Far Evil;Variedub, Burian Fyah, Dub Iration Sound System;Dub, Vocal, Digital;2;;119.997925
Nuff Robber;Dub Caravan, Med Dred, Dub Iration Sound System;Dub, Vocal, Reggae;2;;62.814331
Under Pressure;Nucleus Roots, Dub Iration Sound System;Dub, Vocal, Digital, Steppa;3;;130.000488
Jah Arise (Rebel Town remix);ADUBta, Dan Imperial, Dub Iration Sound System;Dub, Vocal, Digital;2;;130.000244
Trouble a Bubble;Zion Train, Cian Finn, Dub Iration Sound System;Dub, Vocal, Digital, ElectroDub;3;;160.001266
Grrr;DU3normal, Dub Iration Sound System;Dub, Instru, Modique;3;;132.001617
Chemtrails Must Be Stopped;Ras Moa, Dub Iration Sound System;Dub, Vocal, Sample;3;;137.999878
Slaves of Ren;Dagga General;Dub, Vocal, Digital, ElectroDub;3;C;61.499935
Per Nesou;Dagga General;Dub, Instru, Digital, ElectroDub;3;G#m;130.999649
Negul Neshai;Dagga General;Dub, Vocal, Digital, ElectroDub;3;G#m;131.389053
Primal Uprising;Dagga General;Dub, Instru, Digital, ElectroDub, Steppa;4;Am;71.499886
Righteous Man;Danman, Indica Dubs, Forward Fever;Dub, Vocal, Digital, ElectroDub, Steppa;3;Dm;70.000008
Dubplate Mix;Danman, Indica Dubs, Forward Fever;Dub, Instru, Digital, ElectroDub, Steppa;3;Dm;69.999977
Raw Dub Mix;Danman, Indica Dubs, Forward Fever;Dub, Instru, Digital, Steppa;4;Bbm;69.999924
Dub and Culture;Alex Sci-Fi;Dub, Vocal, Digital, Steppa;3;Ebm;146.000641
Roots and Culture;Dixie Peach, Alex Sci-Fi;Dub, Vocal, Digital, Steppa;3;Ebm;145.999664
Corruption;Dixie Peach, Mr Zebre;Dub, Vocal, Digital, ElectroDub, Steppa;4;Cm;147.00087
Never Give Up;Dixie Peach, Péah;Dub, Vocal, Digital, Steppa;3;Bbm;137.000458
Warrior;Dixie Peach, Tozer;Dub, Vocal, Digital, Steppa;4;Am;75.999939
Dub Corrupted;Mr Zebre;Dub, Vocal, Digital, Steppa;4;Ebm;147.000687
Never Give Dub;Péah;Dub, Instru, Digital, Steppa;4;Bbm;137.001022
Warrior Dub;Tozer;Dub, Vocal, Digital, Steppa;4;Am;75.999908
Guidance;Dr Obi, Anja G;Dub, Vocal, Digital, ElectroDub;3;Gm;122.000206
Guidance in Dub;Dr Obi, Anja G;Dub, Instru, Digital, ElectroDub;3;Gm;122.000328
Guidance Dubwise;Dr Obi, Anja G;Dub, Instru, Digital, ElectroDub, Dirty;4;Gm;122.000854
Bun Dem - Anja G;Anja G;Dub, Vocal, Digital, ElectroDub, Steppa;3;Am;153.003616
Dub Dem - Dr Obdi;Dr.Obi, Queen Omega, Anja G, Tenna Star;Dub, Instru, Digital, ElectroDub, Steppa;3;Am;153.003677
Fyah Burning - Queen Omega;Queen Omega;Dub, Vocal, Digital, ElectroDub, Steppa;3;Am;153.004181
Liberation - Tenna Star;Tenna Star;Dub, Vocal, Digital, ElectroDub, Steppa;3;Am;153.003876
Dub Atao;DuBoLoGy;Dub, Instru, Digital;3;Cm;139.001175
Black Monday;DuBoLoGy;Dub, Instru, Digital, ElectroDub;3;C#m;70.0
Freakonomics Dub;DuBoLoGy;Dub, Instru, Digital, ElectroDub;3;Em;68.000252
Chacha Dub;DuBoLoGy;Dub, Instru, Digital;3;Am;150.000473
Dub Action;DuBoLoGy;Dub, Instru, Digital, ElectroDub;3;F#m;138.000168
Walk In Forest;DuBoLoGy;Dub, Instru, Digital;3;Ebm;137.99939
Epic Dub;DuBoLoGy;Dub, Instru, Digital, ElectroDub;3;Fm;139.999939
Swan Lake Dub;DuBoLoGy;Dub, Instru, Digital, Melodic;2;B;68.000137
Jah Children Cry;Dub Cmd, Irie-D;Dub, Instru, Digital;3;;128.000229
Children Version;Dub Cmd, Irie-D;Dub, Instru, Digital;3;;127.99968
Moonsteppa;Dub Cmd;Dub, Instru, Digital, Chill;2;Dm;64.999977
Moonsteppa Dub;Dub Cmd;Dub, Instru, Digital, Chill;2;Am;65.249962
Integrity Dub;Dub Cmd;Dub, Instru, Digital, Steppa;3;Fm;66.000008
Integrity Version;Dub Cmd;Dub, Instru, Digital, Steppa;3;Fm;66.000404
Footsteps Feat Cologne;Dub Dynasty, Cologne;Dub, Vocal, Digital, Steppa;3;Cm;138.000214
Chase Babylon Feat Iyano Iyanti;Dub Dynasty, Iyano Iyanti;Dub, Vocal, Digital, Steppa;3;F#m;78.000061
Material Things Feat Sis Jane Warriah;Dub Dynasty, Sis Jane Warriah;Dub, Vocal, Steppa;3;Am;124.000275
Oh Father Feat Kiangana;Dub Dynasty, Kiangana;Dub, Vocal, Digital, Steppa;4;Am;78.672424
In the Secret Place;Dub Dynasty, Cologne;Dub, Vocal, Digital, Steppa;3;Bbm;69.999886
I Am Dub;Dub Dynasty;Dub, Instru, Digital, Steppa, Melodic;3;F#m;131.000198
The Damselfly;Dub Dynasty;Dub, Instru, Digital, Steppa;3;Bbm;82.049942
Rig Veda;Dub Dynasty;Dub, Instru, Digital, Steppa;4;Ebm;136.999817
The Orchard Feat Violinbwoy;Dub Dynasty, Violinbwoy;Dub, Instru, Steppa, Melodic;4;Fm;138.00029
Holy Cow Feat Ras Tinny;Dub Dynasty, Ras Tinny;Dub, Vocal, Digital, Steppa;4;F#m;136.999893
Seek Freedom Feat Kiangana;Dub Dynasty, Kiangana;Dub, Vocal, Steppa;3;Gm;125.000092
Footsteps Dub Feat Cologne;Dub Dynasty, Cologne;Dub, Vocal, Digital, Steppa;3;Cm;138.000198
Chase Dub Feat Iyano Iyanti;Dub Dynasty, Iyano Iyanti;Dub, Vocal, Digital, Steppa;3;F#m;78.0
Dub Things Feat Sis Jane Warriah;Dub Dynasty, Sis Jane Warriah;Dub, Vocal, Digital, Steppa;3;Am;124.00029
Oh Dub Feat Kiangana;Dub Dynasty, Kiangana;Dub, Vocal, Digital, Steppa;4;Am;78.672539
Secret Dub Feat Cologne;Dub Dynasty, Cologne;Dub, Vocal, Digital, Steppa;3;Bbm;70.000015
Holy Dub Feat Ras Tinny;Dub Dynasty, Ras Tinny;Dub, Vocal, Digital, Steppa;4;F#m;137.000244
Seek Dub Feat Kiangana;Dub Dynasty, Kiangana;Dub, Vocal, Digital, Steppa;3;Gm;124.999985
The Orchard (Alpha Steppa Mix);Dub Dynasty;Dub, Instru, Digital, Steppa, Heavy;3;Fm;137.999969
Dub I Am;Dub Dynasty;Dub, Instru, Digital, Steppa, Melodic;3;F#m;130.999817
Red Wood Forest feat Roaring Bass;Dub Harp, Roaring Bass;Dub, Instru, Mélodique;3;Am;140.000137
Dub Wood Forest - Dub Harp meets Marco Isla;Dub Harp, Marco Isla;Dub, Instru, Mélodique;3;Am;139.998932
Ausonia - Dub Harp meets Loba;Dub Harp, Loba;Dub, Instru, Mélodique, Uptempo;4;Em;149.999557
Euphonia - Dub Harp meets Loba;Dub Harp, Loba;Dub, Instru, Mélodique, Digital, Uptempo;4;Am;74.999748
Dubsonia - Dub Harp meets Loba;Dub Harp, Loba;Dub, Instru, Mélodique, Digital, ElectroDub, Heavy;4;Am;74.999619
Sub Sahara - Dub Harp meets Miniman;Dub Harp, Miniman;Dub, Instru, Mélodique, Digital, ElectroDub;3;Fm;140.000031
Dub Sahara;Dub Harp;Dub, Instru, Digital, ElectroDub;3;Fm;140.000275
Harp of Soul - Dub Harp meets Mahom;Dub Harp, Mahom;Dub, Instru, Digital, ElectroDub;3;Bm;66.000221
Fight for Your Right;Aku Fen, El Fata;Dub, Vocal, Digital, ElectroDub, Steppa;4;Am;149.999847
Infected Part 1;Aku Fen;Dub, Vocal, Digital, ElectroDub;3;Fm;69.992813
Infected Part 3;Aku Fen;Dub, Vocal, ElectroDub, Heavy;4;Cm;69.991219
Behold;Dub Invaders, Aku-Fen, Omar Perry;Dub, Vocal, Digital, Steppa;4;Gm;72.500084
Behold Dub;Dub Invaders, Aku-Fen, Omar Perry;Dub, Vocal, Digital, ElectroDub, Steppa;4;Gm;145.000015
Fight for Your Dub;Aku Fen, El Fata;Dub, Vocal, Digital, ElectroDub, Steppa;4;Am;149.999619
Infected Part 2;Aku Fen;Dub, Instru, ElectroDub;4;Fm;69.96669
Boom Sound - Brainless RMX;Dub Invaders, Brainless;Dub, Vocal, Digital, ElectroDub;3;Dm;80.000633
Dino, Part 1: Reggae Music Attack;Dino;Dub, Vocal, Digital, ElectroDub;3;Em;130.005249
Cosmic Tones for Dub Therapy;Roots'n Future Hi-Fi;Dub, Instru, ElectroDub;4;Bbm;75.492493
Reggae Music Attack;Roots'n Future Hi-Fi;Dub, Vocal, ElectroDub, Heavy;4;Am;130.005478
Global Warming;Fabasstone, Earl 16;Dub, Vocal, Digital, Electrodub;3;C#m;147.998489
Dub Warming;Fabasstone, Earl 16;Dub, Vocal, Digital, Electrodub;3;C#m;148.000656
Burn Dub;Fabasstone, Echo Ranks;Dub, Vocal, Digital, ElectroDub, Heavy;3;Bm;126.999748
Babylon Game Over;Fabasstone;Dub, Instru, Digital, ElectroDub;3;Bbm;139.98616
The Gift Of The Gun;Dub Invaders, Fabasstone;Dub, Vocal, ElectroDub, Heavy;4;Bbm;69.987999
Strange Situation [Bonus Track];Dub Invaders, Fabasstone, Joe pilgrim;Dub, Vocal, Digital, ElectroDub;2;Fm;121.999832
Strange Dub Situation  [Bonus Track];Dub Invaders, Fabasstone, Joe pilgrim;Dub, Vocal, Digital, ElectroDub;3;Cm;122.003395
Burn Dem;Fabasstone, Echo Ranks;Dub, Vocal, Digital, ElectroDub, Heavy;3;Bm;127.000076
Adapting;Dub Invaders, Led Piperz, Hatboy Harry;Dub, Vocal, Digital, ElectroDub;3;Fm;71.000145
Junior Vader;Led Piperz;Dub, Instru, ElectroDub, Heavy;4;Em;70.00016
Analog Mayhem;Led Piperz;Dub, Vocal, ElectroDub, Heavy, DubTek, Heavy;4;Ebm;72.000061
Dub Invasion;Led Piperz, Solo Banton;Dub, Vocal, Digital, ElectroDub;2;Em;75.499825
Bright Lights;Dub Invaders, Led Piperz, Troy Berkley;Dub, Vocal, Digital, ElectroDub;3;F#m;80.999939
Kotostep;Natural High Dubs;Dub, Instru, Digital, ElectroDub;3;Cm;67.501259
Dub on Air;Natural High Dubs;Dub, Instru, Digital, ElectroDub;3;Ebm;132.000076
Buzzzer;Natural High Dubs;Dub, Instru, Digital, ElectroDub, Heavy;4;Em;132.999863
Buzzzer Dub;Natural High Dubs;Dub, Instru, Digital, ElectroDub, Heavy;4;Em;132.999298
Dub Invaders Strike Adub;Natural High Dubs;Dub, Vocal, Digital, Electrodub;4;Ebm;69.999947
Dub Invaders Strike Again;Natural High Dubs, Shanti-D;Dub, Vocal, Digital, Electrodub;3;Ebm;69.999062
Behold - O.B.F RMX;Dub Invaders, OBF, Omar Perry;Dub, Vocal, Digital, Steppa;4;Gm;144.999908
Global Warming (Pilah remix);Fabasstone, Earl 16;Dub, Vocal, Digital, ElectroDub;3;C#m;74.999954
Boom Sound;Dub Invaders, Roots'n Future Hi-Fi, Lilly Melody aka Isiah;Dub, Vocal, Digital, ElectroDub;4;Dm;160.000839
Boom Dub;Dub Invaders, Roots'n Future Hi-Fi, Lilly Melody aka Isiah;Dub, Vocal, Digital, ElectroDub;4;Dm;160.000015
Life and Dub;Roots'n Future Hi-Fi, Zeb McQueen;Dub, Instru, Digital, ElectroDub, Heavy;4;Am;133.000412
Dub Invasion Part 3 (RMX by Roots'n Future Hi-Fi);Led Piperz, Solo Banton;Dub, Vocal, Digital, Electrodub, Heavy;4;Em;150.999649
Fight for Your Right Part 3 (RMX by Roots'n Future Hi-Fi);Aku Fen, El Fata;Dub, Vocal, DIgital, Electrodub;3;Em;150.000168
Life and Death;Roots'n Future Hi-Fi, Zeb McQueen;Dub, Vocal, Digital, ElectroDub, Heavy;4;Am;133.000153
Dub Invasion Part 2 (RMX by Roots'n Future Hi-Fi);Led Piperz, Solo Banton;Dub, Vocal, Digital, Electrodub;3;Em;150.99823
Dub Invaders Strike Again - Subactive RMX;Dub Invaders, Subactive;Dub, Vocal, Digital, ElectroDub;3;Ebm;70.000038
We Gonna Make It;Twelve, Doubla J;Dub, Vocal, Digital, ElectroDub;3;Bbm;86.999832
We Gonna Make Dub;Twelve, Doubla J;Dub, Vocal, Digital, ElectroDub;4;Bbm;173.999878
A Bankable Heavy Dub;Twelve;Dub, Vocal, Sample, Digital, ElectroDub, Dubstep;3;G#m;134.999969
The Last Step;Twelve;Dub, Vocal, ElectroDub, Dubstep;5;G#m;69.999748
Raging Dub;Twelve;Dub, Vocal, Digital, ElectroDub;4;Am;143.000473
Road Corner Dub;Twelve;Dub, Vocal, Digital, ElectroDub;4;Fm;145.000259
La Cabane en Bambou;Dub Silence;Dub, Instru, Digital, Melodic, Steppa;3;Fm;127.999443
Skankalyptus;Dub Silence;Dub, Instru, Digital, Melodic, Steppa;3;Am;129.999695
Lotus Noir;Dub Silence;Dub, Instru, Digital, Melodic, Steppa;3;Am;70.000732
Marula;Dub Silence;Dub, Vocal, Sample, FR, Digital, ElectroDub, Melodic, Chill, Steppa;2;Bbm;64.999748
Shinju;Dub Silence;Dub, Instru, Sample, Jap, Digital, Melodic, Steppa;3;Em;134.000092
Golem Moussu;Dub Silence;Dub, Instru, Digital, Melodic, Steppa;3;Em;139.999741
La Pierre Magique;Dub Silence;Dub, Vocal, Sample, FR, Digital, Melodic, Chill;2;Cm;77.998329
World Connection;Dub Traveller;Dub, Vocal, Digital, ElectroDub;4;Cm;130.999939
Under The Earth;Dub Traveller;Dub, Vocal, Digital, ElectroDub;3;Fm;119.999924
Tribal Spirit;Dub Traveller;Dub, Instru, Digital, ElectroDub, Trance, Dubtek;3;Fm;120.000046
Ocean Trouble;Dub Traveller;Dub, Instru, Digital, ElectroDub, Trance, DubTek;4;Em;124.0
Travel The World;Dub Traveller;Dub, Instru, Digital, ElectroDub, Trance, DubTek;3;Ebm;126.999992
Neradia;Dub Traveller;Dub, Instru, Digital, ElectroDub, Trance, DubTek;4;Bbm;138.000198
Motion Hangdrum;Dub Traveller;Dub, Instru, Digital, ElectroDub, Trance, DubTek, Mélodique;3;F#m;128.999969
Amerindian;Dub Traveller;Dub, Instru, Digital, ElectroDub, Trance, DubTek;3;Ebm;135.999863
Return To The Space - Outro;Dub Traveller;Dub, Instru, Digital, ElectroDub, Trance, DubTek;3;Cm;120.000389
Communardes communards;Dubamix, Marina P, Nada, Drowning Dog, L'1consolable, Daman, Mantis & Mal ev;Dub, Reggae, Vocal;3;;65.000015
Jeanne;Dubamix, Nada, G(Latwal);Dub, Vocal, FR, Digital, ElectroDub;4;;153.000183
La semaine sanglante;Dubamix, Joke;Dub, Vocal, FR;2;;144.999954
Versaillais versaillais;Dubamix, Daman, Fred Alpi;Dub, Vocal, FR;3;;65.000229
Dubar Sound - Skankers Paradise part 1;Dubar Sound, Lo Peaks;Dub, Instru, Digital, ElectroDub, Steppa;3;Am;142.999725
Dubar Sound - Skankers Paradise part 2;Dubar Sound, Lo Peaks;Dub, Instru, Digital, ElectroDub, Steppa;3;Am;143.000381
Lo Peaks - Romper;Dubar Sound, Lo Peaks;Dub, Instru, Digital, ElectroDub;3;F#m;68.000137
Lo Peaks - Romper Dub;Dubar Sound, Lo Peaks;Dub, Instru, Digital, ElectroDub;3;F#m;135.9991
Don't Waste Your Time (feat. Vale);Dubar Sound, Vale, Dr Obi;Dub, Instru, Digital, ElectroDub, Steppa;4;Gm;143.000778
Don't Waste Your Dub;Dubar Sound, Vale, Dr Obi;Dub, Instru, Digital, ElectroDub, Steppa;3;Gm;143.00058
DR. OBI - Warrior;Dubar Sound, Vale, Dr Obi;Dub, Instru, Digital, ElectroDub, Steppa;3;Dm;67.501747
DR. OBI - Dub The Warrior;Dubar Sound, Vale, Dr Obi;Dub, Instru, Digital, ElectroDub, Steppa;3;Gm;67.501488
Concrete & Steel (Gorgon Sound Remix);Dubkasm, Gorgon Sound;Dub, Instru, Digital, ElectroDub;3;Em;65.000282
Concrete & Steel (O.B.F. Remix Cut 1);Dubkasm, OBF;Dub, Instru, Digital, ElectroDub;3;Em;130.001236
Concrete & Steel (O.B.F. Remix Cut 2);Dubkasm, OBF;Dub, Instru, Digital, ElectroDub, Heavy;4;Em;130.000122
Dub Culture;Dubolik;Dub, Instru, Digital, ElectroDub;3;Cm;73.499619
Dubbed Culture;Dubolik;Dub, Instru, Digital, ElectroDub;2;Cm;73.500008
Restless Melodica Dub;Homegrown Sound, Jacin;Dub, Instru, Digital, Steppa, Chill;2;Gm;120.028595
Restless Melodica Dub Version;Homegrown Sound, Jacin;Dub, Instru, Digital, Steppa, Chill;3;Gm;60.014244
Chamisa (Trident Version);170589, Duderonomy, Trident;Dub, Instru, Digital, ElectroDub, Chill;2;Fm;84.999535
Blues Dub;Badger Bob, Holly and Morgan;Dub, Instru, Digital, ElectroDub;2;Dm;69.999893
To The Nation;Jericho Megawatt;Dub, Instru, Digital, ElectroDub;3;Cm;139.999039
